1 - 1 for period 0 to 0
7150,0, Total Period Movement,,,0
7200 - 1 for period 0 to 0
7200,0, Total Period Movement,,,0
7210 - 1 for period 0 to 0
7210,0, Total Period Movement,,,0
7220 - 1 for period 0 to 0
7220,0, Total Period Movement,,,0
7230 - 1 for period 0 to 0
7230,0, Total Period Movement,,,0
7240 - 1 for period 0 to 0
7240,0, Total Period Movement,,,0
7260 - 1 for period 0 to 0
7260,0, Total Period Movement,,,0
7280 - 1 for period 0 to 0
7280,0, Total Period Movement,,,0
7300 - 1 for period 0 to 0
7300,0, Total Period Movement,,,0
7350 - 1 for period 0 to 0
7350,0, Total Period Movement,,,0
7390 - 1 for period 0 to 0
7390,0, Total Period Movement,,,0
7400 - 1 for period 0 to 0
7400,0, Total Period Movement,,,0
7450 - 1 for period 0 to 0
7450,0, Total Period Movement,,,0
7500 - 1 for period 0 to 0
7500,0, Total Period Movement,,,0
7550 - 1 for period 0 to 0
7550,0, Total Period Movement,,,0
7600 - 1 for period 0 to 0
7600,0, Total Period Movement,,,0
7610 - 1 for period 0 to 0
7610,0, Total Period Movement,,,0
7620 - 1 for period 0 to 0
7620,0, Total Period Movement,,,0
7630 - 1 for period 0 to 0
7630,0, Total Period Movement,,,0
7640 - 1 for period 0 to 0
7640,0, Total Period Movement,,,0
7650 - 1 for period 0 to 0
7650,0, Total Period Movement,,,0
7660 - 1 for period 0 to 0
7660,0, Total Period Movement,,,0
7700 - 1 for period 0 to 0
7700,0, Total Period Movement,,,0
7750 - 1 for period 0 to 0
7750,0, Total Period Movement,,,0
7800 - 1 for period 0 to 0
7800,0, Total Period Movement,,,0
7900 - 1 for period 0 to 0
7900,0, Total Period Movement,,,0
8100 - 1 for period 0 to 0
8100,0, Total Period Movement,,,0
8200 - 1 for period 0 to 0
8200,0, Total Period Movement,,,0
8300 - 1 for period 0 to 0
8300,0, Total Period Movement,,,0
8400 - 1 for period 0 to 0
8400,0, Total Period Movement,,,0
8500 - 1 for period 0 to 0
8500,0, Total Period Movement,,,0
8600 - 1 for period 0 to 0
8600,0, Total Period Movement,,,0
8900 - 1 for period 0 to 0
8900,0, Total Period Movement,,,0
9100 - 1 for period 0 to 0
9100,0, Total Period Movement,,,0
